id,segment,age,annual_inc,gender_cd,cntry_domi,job_desc,has_home_loan,has_cc,marital_sts
101309**,C,32,8743,M,W,Engineer,0,1,Married
101310**,D,64,2622,F,W,HR,1,0,Married
101311**,A,55,30001,F,Y,Doctor,0,1,Single
101312**,D,23,2681,F,W,HR,0,0,Married
101313**,E,89,0,F,W,Retired,0,0,Single
101314**,E,97,0,M,W,Retired,0,0,Married
101315**,D,57,4969,F,W,Engineer,1,0,Married
101316**,B,38,14615,F,W,Business owner,0,1,Div
101317**,D,31,4490,M,W,HR,0,1,Single
101318**,D,20,2559,F,W,Business owner,0,0,Married
101319**,C,18,0,F,W,Marketing,0,0,Single
101320**,C,36,6639,M,W,IT,0,1,Married
101321**,C,31,8249,M,W,IT,1,1,Married
101322**,C,29,7331,F,W,Accountant,0,1,Single
101323**,E,11,0,M,W,Student,0,0,Single
101324**,C,39,6662,F,W,HR,0,1,Married
101325**,E,84,0,F,W,Retired,0,0,Single
101326**,D,37,4814,M,W,Business owner,0,1,Single
101327**,D,23,2766,F,W,HR,0,0,Div
101328**,B,54,17314,M,X,Business owner,0,1,Single
101329**,C,20,6745,F,W,IT,0,0,Married
101330**,A,52,51025,F,X,Doctor,0,1,Married
101331**,C,35,11558,F,W,Doctor,0,1,Married
101332**,D,52,2839,M,Y,Business owner,0,0,Married
101333**,D,33,3806,F,Y,Marketing,0,1,Married
101334**,C,22,8077,F,W,Teacher,0,1,Married
101335**,D,12,0,F,W,Student,0,0,Single
101336**,C,44,8996,F,W,Teacher,0,1,Married
101337**,D,70,3603,M,W,Accountant,0,1,Div
101338**,D,51,2524,F,Y,HR,0,0,Div
101339**,D,29,3558,M,W,IT,0,1,Div
101340**,C,25,7335,M,W,Teacher,0,1,Married
101341**,D,62,3415,M,W,Engineer,1,1,Married
101342**,D,36,2113,M,W,Engineer,0,0,Married
101343**,B,33,19323,F,Z,Business owner,0,1,Married
101344**,C,26,9024,M,W,Teacher,0,1,Married
101345**,C,49,10599,M,W,Doctor,0,1,Married
101346**,C,24,7731,M,W,Teacher,0,1,Married
101347**,C,41,9184,M,Y,IT,1,1,Married
101348**,D,9,0,F,W,Student,0,0,Single
101349**,E,14,0,M,W,Student,0,0,Single
101350**,D,28,2355,M,W,Marketing,0,0,Single
101351**,E,4,0,F,W,Student,0,0,Single
101352**,C,22,11655,M,Y,HR,0,1,Married
101353**,A,62,32265,M,W,IT,0,1,Married
101354**,D,65,3264,M,Y,Business owner,1,1,Married
101355**,B,68,23884,M,X,Lawyer,0,1,Div
101356**,B,56,20357,M,W,Engineer,0,1,Div
101357**,D,43,2640,F,W,Accountant,0,0,Married
101358**,C,39,7810,M,W,Engineer,0,1,Married
101359**,D,52,3463,F,W,Accountant,0,1,Single
101360**,D,32,2623,F,W,HR,0,0,Married
101361**,D,38,2620,F,W,Business owner,0,0,Married
101362**,C,46,15384,M,Y,Business owner,0,1,Div
101363**,C,31,8459,M,Y,Lawyer,1,1,Married
101364**,C,31,10213,F,W,Engineer,0,1,Married
101365**,C,28,9868,M,W,HR,1,1,Married
101366**,B,34,15483,F,X,IT,0,1,Married
101367**,D,3,0,F,W,Student,0,0,Single
101368**,C,38,8900,F,Y,Business owner,0,1,Married
101369**,C,28,8999,M,W,HR,0,1,Married
101370**,D,35,4032,M,Y,Teacher,0,0,Single
101371**,C,37,7974,M,W,Teacher,0,1,Married
101372**,D,37,5326,F,W,HR,0,1,Married
101373**,A,53,30051,M,X,IT,0,1,Married
101374**,C,25,14229,F,W,Marketing,0,1,Married
101375**,B,34,15467,F,W,Accountant,0,1,Div
101376**,A,58,17979,M,W,Doctor,0,1,Married
101377**,C,29,9651,F,W,Accountant,0,1,Married
101378**,B,43,9684,M,X,Teacher,0,1,Single
101379**,D,68,3509,M,W,Marketing,0,1,Single
101380**,E,41,0,F,W,Home maker,0,0,Married
101381**,C,29,12494,M,Y,Engineer,0,1,Married
101382**,B,61,10689,M,Z,Lawyer,1,1,Married
101383**,D,54,2084,F,W,Accountant,0,0,Married
101384**,D,57,2277,F,W,HR,0,0,Single
101385**,C,36,8083,F,W,Engineer,0,1,Married
101386**,D,45,3475,M,W,Business owner,0,1,Married
101387**,C,37,6898,F,Y,Accountant,1,1,Single
101388**,C,14,0,F,W,Student,0,0,Single
101389**,E,6,0,M,W,Student,0,0,Single
101390**,D,60,5098,M,W,Doctor,0,0,Single
101391**,D,29,4129,M,W,Teacher,0,0,Single
101392**,C,41,6535,F,Y,Marketing,0,1,Married
101393**,B,33,12608,M,Y,IT,0,1,Div
101394**,C,45,6607,F,W,Accountant,1,1,Married
101395**,E,4,0,M,W,Student,0,0,Single
101396**,A,47,23348,M,Q,Business owner,0,1,Married
101397**,B,53,18657,F,X,Engineer,0,1,Married
101398**,C,44,6449,M,W,Teacher,1,1,Div
101399**,E,50,0,M,W,Unemployed,0,0,Married
101400**,D,45,2384,F,Y,Marketing,0,0,Single
101401**,D,55,3241,F,W,HR,0,1,Single
101402**,C,13,0,F,Y,Student,0,0,Single
101403**,E,42,0,F,Y,Home maker,0,0,Div
101404**,D,33,2889,M,W,Teacher,0,0,Married
101405**,D,61,3369,M,W,Lawyer,0,1,Married
101406**,D,23,2267,M,W,Business owner,0,0,Single
101407**,B,52,17289,F,Z,Accountant,0,1,Married
101408**,C,32,9951,M,W,Accountant,0,1,Married
101409**,D,42,2869,F,W,HR,0,0,Single
101410**,B,39,12089,M,Y,Accountant,1,0,Married
101411**,D,28,2459,F,Y,HR,0,0,Married
101412**,C,30,16488,F,Y,Business owner,0,1,Single
101413**,B,54,13988,M,X,Doctor,0,1,Married
101414**,A,49,40442,M,X,Engineer,1,1,Married
101415**,E,43,0,F,Y,Home maker,0,0,Single
101416**,B,68,17433,M,W,Business owner,0,1,Div
101417**,D,28,2865,F,W,HR,0,0,Single
101418**,C,27,17055,M,W,Accountant,1,1,Married
101419**,C,39,11351,F,W,Engineer,0,1,Single
101420**,B,36,20581,M,W,Doctor,0,1,Married
101421**,D,61,2604,F,W,Business owner,1,0,Married
101422**,C,21,6940,F,W,Accountant,0,1,Married
101423**,C,15,0,F,W,Student,0,0,Single
101424**,C,22,6077,M,Y,Teacher,0,1,Div
101425**,A,59,34667,F,W,Lawyer,0,1,Married
101426**,D,30,2474,F,W,Accountant,0,0,Div
101427**,D,76,3095,M,W,Retired,0,1,Married
101428**,C,35,6823,M,Y,Engineer,1,1,Married
101429**,D,28,2406,M,W,HR,1,0,Married
101430**,B,41,15444,M,Y,Lawyer,1,1,Married
101431**,C,33,8327,F,Y,HR,1,1,Married
101432**,B,56,11621,F,Z,IT,0,1,Married
101433**,D,23,2713,F,W,Teacher,0,0,Married
101434**,C,35,6831,M,Y,Doctor,0,1,Married
101435**,E,62,0,F,W,Unemployed,0,0,Div
101436**,C,47,8556,F,W,HR,0,1,Married
101437**,E,40,0,M,W,Unemployed,0,0,Div
101438**,C,25,6687,M,W,Business owner,0,1,Married
101439**,D,48,3948,F,W,HR,0,1,Married
101440**,C,33,12246,F,W,Doctor,0,1,Single
101441**,C,37,13759,F,W,IT,1,1,Single
101442**,C,16,0,M,W,Student,0,0,Single
101443**,D,23,4444,M,W,Accountant,0,1,Married
101444**,D,58,3466,M,W,Accountant,0,1,Married
101445**,A,66,34562,F,Y,Business owner,1,1,Div
101446**,C,42,6014,F,W,Accountant,0,0,Married
101447**,D,32,3734,F,W,Accountant,1,1,Single
101448**,C,16,0,F,Y,Student,0,0,Single
101449**,C,39,11082,F,W,Business owner,0,1,Single
101450**,D,21,3427,F,Y,HR,0,1,Single
101451**,D,43,2128,F,W,IT,0,0,Single
101452**,D,54,3469,M,W,Accountant,0,1,Married
101453**,C,47,8413,M,W,Lawyer,0,1,Married
101454**,B,59,13555,F,Y,Business owner,0,1,Div
101455**,C,13,0,F,W,Student,0,0,Single
101456**,D,62,3931,M,W,Teacher,0,1,Single
101457**,C,44,8999,M,W,IT,0,1,Married
101458**,C,21,7205,F,W,HR,0,1,Married
101459**,C,33,11155,F,W,Lawyer,0,1,Div
101460**,B,44,12509,M,W,Business owner,0,1,Married
101461**,C,31,8157,F,W,HR,1,1,Single
101462**,B,62,19558,M,W,Business owner,1,1,Married
101463**,B,54,19823,F,W,Doctor,0,1,Married
101464**,C,28,9888,F,W,HR,1,1,Married
101465**,B,44,26957,M,Z,Lawyer,1,1,Married
101466**,A,49,25432,F,Q,Lawyer,0,1,Married
101467**,D,52,2449,F,W,HR,0,0,Div
101468**,E,89,0,M,W,Retired,0,0,Married
101469**,E,77,0,M,W,Retired,0,0,Married
101470**,C,32,11967,M,W,Business owner,0,1,Married
101471**,E,58,0,F,Y,Unemployed,0,0,Married
101472**,C,14,0,F,W,Student,0,0,Single
101473**,C,42,9808,F,W,Business owner,0,1,Married
101474**,D,47,3222,F,W,Teacher,0,1,Married
101475**,C,27,9068,F,W,Teacher,0,1,Married
101476**,C,35,7643,M,W,Business owner,1,1,Married
101477**,C,28,6071,M,W,Lawyer,0,1,Single
101478**,A,47,30007,F,W,Engineer,0,0,Married
101479**,C,31,7935,M,W,HR,0,1,Married
101480**,B,57,15763,M,Z,Accountant,0,1,Married
101481**,D,81,3678,M,Y,Retired,0,1,Single
101482**,D,7,0,F,W,Student,0,0,Single
101483**,D,12,0,F,Y,Student,0,0,Single
101484**,C,25,6463,F,Y,HR,0,1,Married
101485**,C,27,7148,F,W,Teacher,0,1,Married
101486**,D,11,0,M,W,Student,0,0,Single
101487**,B,52,20765,M,W,Accountant,0,1,Married
101488**,D,76,2515,M,W,Retired,0,0,Single
101489**,C,26,12504,F,W,IT,0,1,Div
101490**,C,13,0,F,Y,Student,0,0,Single
101491**,C,48,8669,F,Y,Accountant,0,1,Married
101492**,D,25,3977,M,Y,Engineer,0,1,Married
101493**,A,66,22126,M,Q,Doctor,0,1,Single
101494**,D,54,2804,F,W,HR,0,0,Div
101495**,C,25,14875,M,Y,HR,0,1,Married
101496**,D,24,5311,F,W,Accountant,0,0,Single
101497**,D,50,3804,M,W,Teacher,0,1,Married
101498**,C,25,6160,F,Y,Marketing,0,1,Married
101499**,D,53,2098,F,W,Business owner,0,0,Single
101500**,C,39,7099,F,Y,Marketing,0,1,Married
101501**,C,15,0,F,W,Student,0,0,Single
101502**,B,58,11768,M,W,Accountant,1,1,Married
101503**,C,28,10713,F,W,IT,0,1,Married
101504**,E,93,0,M,Y,Retired,0,0,Single
101505**,B,47,14890,M,Z,Business owner,1,1,Div
101506**,D,53,3505,M,W,Teacher,0,1,Div
101507**,D,30,4898,M,W,IT,0,1,Married
101508**,D,34,2443,F,W,HR,0,0,Single
101509**,D,50,3986,F,W,Marketing,0,1,Single
101510**,C,39,6021,M,W,Marketing,0,1,Married
101511**,B,33,14831,M,Y,Lawyer,0,1,Married
101512**,D,65,2116,F,W,Teacher,0,0,Married
101513**,A,53,23754,F,Z,Accountant,1,1,Single
101514**,C,34,9690,M,Y,Engineer,0,1,Married
101515**,C,14,0,F,W,Student,0,0,Single
101516**,C,16,0,M,W,Student,0,0,Single
101517**,A,58,48226,M,Q,Business owner,0,1,Married
101518**,D,64,2020,F,W,IT,0,0,Married
101519**,C,17,0,F,Y,Student,0,0,Single
101520**,C,32,9922,F,Y,IT,0,0,Div
101521**,B,67,25122,M,Z,Doctor,0,1,Married
101522**,E,66,0,M,W,Unemployed,0,0,Single
101523**,C,27,13502,F,W,Engineer,0,1,Single
101524**,C,19,0,M,W,Unemployed,0,0,Single
101525**,B,62,17594,M,X,Engineer,0,1,Div
101526**,C,14,0,F,Y,Student,0,0,Single
101527**,C,30,12675,F,W,Business owner,0,1,Married
101528**,B,65,16870,F,W,Doctor,0,1,Div
101529**,D,44,2523,M,Y,HR,0,0,Single
101530**,C,32,6642,F,W,Teacher,0,1,Married
101531**,C,48,8920,F,W,Engineer,1,1,Married
101532**,E,90,0,F,W,Retired,0,0,Div
101533**,C,15,0,F,Y,Student,0,0,Single
101534**,C,20,15156,M,Y,HR,0,1,Single
101535**,B,43,10787,M,Y,Engineer,0,1,Married
101536**,B,58,17151,F,X,IT,0,1,Married
101537**,C,8,0,F,Y,Student,0,0,Single
101538**,C,14,0,F,Y,Student,0,0,Single
101539**,B,48,16196,M,Y,IT,0,1,Div
101540**,C,21,8012,F,W,Business owner,0,0,Single
101541**,E,20,0,F,Y,Home maker,0,0,Married
101542**,B,52,17236,M,X,Business owner,0,1,Married
101543**,C,22,12204,M,W,Teacher,0,1,Single
101544**,C,29,13914,M,W,Lawyer,1,1,Married
101545**,C,40,12122,M,W,Business owner,0,0,Married
101546**,D,60,2584,M,W,HR,0,0,Married
101547**,B,61,10670,M,W,Business owner,1,1,Div
101548**,D,16,0,M,Y,Student,0,0,Single
101549**,C,33,8787,F,W,Marketing,1,1,Married
101550**,D,10,0,F,Y,Student,0,0,Single
101551**,C,50,10505,M,W,Accountant,1,1,Div
101552**,C,33,10182,M,W,Lawyer,0,1,Married
101553**,C,29,8606,M,W,Doctor,1,1,Single
101554**,D,60,3276,M,W,Business owner,0,1,Married
101555**,D,39,3546,M,W,Engineer,0,1,Married
101556**,C,40,9313,F,W,Accountant,0,1,Married
101557**,C,29,7508,M,W,Marketing,1,1,Married
101558**,A,49,46096,F,W,Business owner,0,1,Married
101559**,E,52,0,F,Y,Home maker,0,0,Single
101560**,D,45,3721,F,W,Engineer,0,0,Single
101561**,D,35,3333,F,W,HR,0,1,Married
101562**,B,57,18786,F,Y,IT,0,0,Single
101563**,D,71,3656,F,W,HR,0,1,Single
101564**,E,59,0,F,W,Unemployed,0,0,Div
101565**,C,33,9137,F,W,Accountant,0,1,Married
101566**,B,32,14929,F,W,IT,0,1,Married
101567**,E,8,0,M,W,Student,0,0,Single
101568**,D,75,3211,M,W,Retired,0,1,Div
101569**,D,39,2201,F,W,Accountant,1,0,Married
101570**,C,18,0,M,W,HR,0,0,Single
101571**,E,14,0,F,Y,Student,0,0,Single
101572**,C,41,8563,M,Y,Marketing,0,1,Single
101573**,D,15,0,M,W,Student,0,0,Single
101574**,C,48,12673,F,Y,Accountant,0,1,Married
101575**,C,47,11675,F,W,Business owner,0,1,Married
101576**,C,24,7961,M,W,HR,0,1,Married
101577**,B,45,16409,M,Z,Business owner,0,1,Married
101578**,D,63,2541,M,W,Doctor,0,0,Div
101579**,D,29,3438,M,W,Accountant,0,1,Married
101580**,C,25,14299,M,W,Business owner,1,1,Married
101581**,C,34,8432,M,Y,Teacher,0,1,Married
101582**,E,72,0,M,W,Unemployed,0,0,Single
101583**,B,38,19438,F,Y,Engineer,1,1,Div
101584**,B,51,17382,F,Y,IT,0,1,Single
101585**,C,42,10002,M,W,Lawyer,0,1,Married
101586**,E,55,0,M,Y,Unemployed,0,0,Married
101587**,C,31,11810,F,W,IT,0,1,Single
101588**,C,40,9421,M,W,Engineer,0,1,Married
101589**,D,20,2512,F,W,Accountant,0,0,Single
101590**,C,43,7857,M,W,Business owner,0,1,Single
101591**,E,7,0,F,Y,Student,0,0,Single
101592**,D,42,3845,F,Y,HR,1,1,Married
101593**,D,24,2687,F,W,HR,0,0,Single
101594**,C,23,8154,F,Y,Marketing,0,1,Married
101595**,D,43,2219,F,W,Engineer,0,0,Div
101596**,C,31,6859,F,Y,HR,0,1,Married
101597**,E,49,0,M,W,Unemployed,0,0,Married
101598**,C,44,11397,F,Y,Accountant,0,1,Single
101599**,C,32,7788,M,W,Engineer,1,1,Div
101600**,B,54,19467,M,W,Engineer,0,1,Married
101601**,C,18,0,F,W,HR,0,0,Single
101602**,A,60,40947,M,Q,Accountant,1,1,Married
101603**,C,31,11552,M,Y,IT,0,1,Married
101604**,C,35,6310,M,W,HR,0,0,Married
101605**,C,14,0,M,W,Student,0,0,Single
101606**,C,43,6895,M,W,Business owner,0,1,Single
101607**,B,43,17730,M,Z,Lawyer,0,0,Single
101608**,E,57,0,F,W,Home maker,0,0,Married
101609**,C,11,0,M,W,Student,0,0,Single
101610**,D,63,3836,F,Y,HR,0,0,Married
101611**,D,49,4067,F,W,HR,0,1,Married
101612**,C,40,11983,F,Y,Business owner,1,1,Single
101613**,A,66,48405,F,Y,Lawyer,1,1,Married
101614**,D,35,2495,M,Y,HR,0,0,Married
101615**,C,24,6511,M,W,Teacher,0,1,Div
101616**,C,30,10624,M,Y,Business owner,0,1,Married
101617**,D,60,2833,F,W,Teacher,0,0,Married
101618**,C,25,8330,M,W,Teacher,0,1,Married
101619**,E,39,0,M,W,Unemployed,0,0,Married
101620**,B,37,10959,M,Y,Engineer,0,1,Single
101621**,D,36,3020,F,W,IT,1,1,Div
101622**,C,14,0,M,W,Student,0,0,Single
101623**,D,54,2652,M,W,Teacher,1,0,Single
101624**,D,33,2123,F,W,HR,0,0,Single
101625**,C,19,0,F,Y,Home maker,0,0,Single
101626**,B,49,19009,M,Y,Lawyer,0,0,Married
101627**,C,38,12157,M,W,Business owner,0,1,Married
101628**,D,19,0,M,W,Unemployed,0,0,Single
101629**,D,12,0,F,Y,Student,0,0,Single
101630**,A,58,35485,M,Z,Business owner,0,1,Div
101631**,D,20,2747,F,W,Teacher,0,0,Married
101632**,C,43,15556,F,W,Business owner,0,1,Married
101633**,E,56,0,F,W,Home maker,0,0,Married
101634**,B,47,12529,M,Z,IT,0,0,Married
101635**,B,56,9684,M,X,Doctor,0,1,Married
101636**,E,31,0,M,W,Unemployed,0,0,Married
101637**,D,19,0,F,W,Unemployed,0,0,Single
101638**,D,47,2656,M,Y,Engineer,0,0,Single
101639**,E,25,0,M,W,Unemployed,0,0,Single
101640**,C,29,7416,M,W,Lawyer,1,1,Married
101641**,B,50,15529,M,Y,Doctor,0,1,Married
101642**,C,35,10291,M,W,Engineer,0,1,Married
101643**,D,34,2412,F,W,HR,0,0,Married
101644**,B,39,19650,F,Z,Business owner,1,0,Married
101645**,D,67,3091,M,W,IT,0,1,Single
101646**,C,43,11709,M,W,Business owner,1,1,Single
101647**,C,27,6823,M,W,IT,1,1,Married
101648**,D,5,0,F,W,Student,0,0,Single
101649**,D,45,4361,M,Y,Accountant,0,0,Married
101650**,C,22,9434,M,W,Accountant,0,1,Married
101651**,D,51,2338,F,Y,Accountant,0,0,Married
101652**,B,34,13062,M,W,Engineer,1,1,Single
101653**,C,42,7040,F,W,Teacher,0,1,Married
101654**,B,61,17798,F,Y,Accountant,0,1,Single
101655**,D,14,0,F,W,Student,0,0,Single
101656**,C,31,12247,M,Y,Engineer,0,1,Married
101657**,E,70,0,M,W,Unemployed,0,0,Married
101658**,C,28,13777,M,Y,IT,0,0,Married
101659**,C,39,7360,F,W,Marketing,0,1,Married
101660**,C,18,0,M,W,HR,0,0,Single
101661**,B,42,25158,F,W,Engineer,0,1,Married
101662**,C,38,12822,M,W,Engineer,0,1,Married
101663**,B,50,13448,M,W,Accountant,1,0,Married
101664**,D,67,3568,F,W,Teacher,0,1,Married
101665**,A,54,26044,M,Y,Business owner,1,1,Married
101666**,C,33,8589,F,W,HR,0,1,Married
101667**,C,33,7120,F,W,Engineer,0,1,Married
101668**,B,45,17772,M,W,IT,1,1,Married
101669**,B,59,14931,F,X,IT,0,1,Married
101670**,C,38,10968,M,Y,Lawyer,0,1,Married
101671**,D,11,0,M,W,Student,0,0,Single
101672**,E,40,0,M,W,Unemployed,0,0,Married
101673**,C,18,0,F,Y,HR,0,0,Single
101674**,E,25,0,M,W,Unemployed,0,0,Married
101675**,B,54,14280,M,Z,Business owner,0,1,Married
101676**,C,22,11161,M,Y,Marketing,0,1,Single
101677**,D,63,3237,F,Y,Marketing,0,1,Div
101678**,E,55,0,F,W,Unemployed,0,0,Married
101679**,C,25,12143,M,W,Teacher,0,1,Married
101680**,C,46,15911,M,W,Lawyer,0,1,Married
101681**,B,52,13147,M,W,Engineer,1,1,Married
101682**,C,29,7352,M,W,Lawyer,1,1,Married
101683**,C,18,0,M,Y,Business owner,0,0,Single
101684**,D,36,4050,F,W,Business owner,0,0,Single
101685**,B,61,13924,F,W,Doctor,0,1,Married
101686**,E,31,0,M,W,Unemployed,0,0,Married
101687**,C,35,7881,F,Y,IT,0,1,Single
101688**,E,25,0,F,W,Unemployed,0,0,Single
101689**,B,53,10763,F,W,Lawyer,0,1,Married
101690**,D,38,3336,F,W,IT,0,1,Single
101691**,D,21,3623,F,Y,Engineer,0,1,Married
101692**,C,23,12461,M,Y,IT,0,1,Div
101693**,C,8,0,M,W,Student,0,0,Single
101694**,D,69,4149,F,W,Teacher,0,1,Married
101695**,B,71,15150,F,X,Business owner,0,1,Married
101696**,C,24,8219,F,W,HR,0,1,Single
101697**,D,25,2521,M,Y,Business owner,0,0,Div
101698**,A,54,21328,M,Y,IT,0,1,Married
101699**,B,49,11878,M,W,Accountant,0,1,Married
101700**,C,23,12081,M,W,Marketing,0,1,Married
101701**,C,26,11162,M,W,Engineer,0,1,Married
101702**,C,33,14715,M,W,Business owner,0,1,Married
101703**,D,24,2800,F,W,IT,0,0,Married
101704**,C,49,6435,M,W,Marketing,0,0,Married
101705**,C,34,9214,F,W,HR,0,1,Married
101706**,C,32,8864,M,W,Doctor,1,1,Married
101707**,C,23,13397,F,Y,Teacher,0,1,Married
101708**,D,64,3240,F,W,Business owner,1,1,Single
101709**,D,26,2351,M,W,Marketing,0,0,Div
101710**,C,32,8169,M,W,HR,0,1,Married
101711**,B,32,11104,F,X,Lawyer,0,1,Married
101712**,C,10,0,M,W,Student,0,0,Single
101713**,B,31,14008,M,Z,Doctor,0,1,Married
101714**,E,34,0,F,Y,Home maker,0,0,Married
101715**,D,9,0,F,Y,Student,0,0,Single
101716**,C,31,9262,M,W,Accountant,0,1,Single
101717**,D,40,3139,M,Y,Accountant,0,1,Single
101718**,C,28,8055,M,Y,Business owner,0,1,Married
101719**,C,39,15516,F,W,IT,0,1,Div
101720**,C,36,11714,M,Y,Accountant,0,1,Div
101721**,E,58,0,M,Y,Unemployed,0,0,Single
101722**,E,38,0,F,W,Unemployed,0,0,Single
101723**,D,54,3560,F,W,IT,1,1,Married
101724**,C,37,8134,M,W,Teacher,0,1,Married
101725**,D,35,4434,F,W,Business owner,1,1,Married
101726**,B,55,13590,M,W,IT,0,1,Div
101727**,C,38,10748,M,W,Business owner,0,1,Married
101728**,C,13,0,M,W,Student,0,0,Single
101729**,D,67,2711,F,W,Accountant,1,0,Div
101730**,C,38,9122,M,W,Engineer,0,1,Div
101731**,D,17,0,M,W,Student,0,0,Single
101732**,E,69,0,M,Y,Unemployed,0,0,Married
101733**,E,23,0,M,W,Unemployed,0,0,Single
101734**,A,55,37740,F,Y,Accountant,0,1,Married
101735**,A,58,33605,M,X,Doctor,0,1,Div
101736**,E,82,0,M,W,Retired,0,0,Single
101737**,D,63,3029,F,W,IT,1,1,Married
101738**,D,12,0,M,W,Student,0,0,Single
101739**,D,7,0,F,Y,Student,0,0,Single
101740**,E,45,0,F,Y,Home maker,0,0,Married
101741**,C,37,6401,M,W,Doctor,0,1,Div
101742**,D,63,3209,M,W,Teacher,1,1,Single
101743**,D,23,2394,F,W,Engineer,0,0,Married
101744**,C,32,7383,M,Y,Accountant,0,1,Married
101745**,E,34,0,M,W,Unemployed,0,0,Married
101746**,B,47,15906,F,Y,Accountant,0,1,Married
101747**,C,35,13272,F,W,Accountant,0,1,Single
101748**,D,44,3270,M,Y,Engineer,0,1,Married
101749**,C,33,14271,M,Y,IT,1,1,Married
101750**,C,30,6221,M,Y,Business owner,0,0,Div
101751**,B,55,16418,F,Y,Lawyer,0,1,Married
101752**,D,47,4027,F,W,Business owner,0,1,Single
101753**,C,6,0,M,Y,Student,0,0,Single
101754**,D,30,3295,F,W,HR,0,1,Married
101755**,B,42,10615,M,W,Accountant,0,1,Married
101756**,A,61,48102,M,Y,Business owner,0,1,Married
101757**,D,63,4081,M,W,Doctor,0,1,Married
101758**,B,57,10337,M,Z,Business owner,1,1,Married
101759**,C,16,0,F,W,Student,0,0,Single
101760**,D,36,2554,F,Y,IT,0,0,Married
101761**,B,35,22839,M,X,Accountant,0,0,Div
101762**,C,10,0,F,W,Student,0,0,Single
101763**,D,33,4875,F,W,Teacher,0,1,Married
101764**,C,29,8774,M,W,Accountant,1,1,Div
101765**,C,27,10635,F,W,Doctor,0,1,Married
101766**,D,15,0,F,W,Student,0,0,Single
101767**,C,21,10780,F,W,HR,0,0,Married
101768**,E,80,0,M,W,Retired,0,0,Single
101769**,D,13,0,F,W,Student,0,0,Single
101770**,D,28,3376,F,W,HR,0,1,Married
101771**,C,41,12070,F,W,Engineer,0,1,Married
101772**,C,6,0,M,W,Student,0,0,Single
101773**,D,54,2562,F,Y,Engineer,0,0,Single
101774**,D,20,4799,M,W,Teacher,0,1,Married
101775**,E,16,0,F,W,Student,0,0,Single
101776**,B,68,25798,F,W,Business owner,0,1,Married
101777**,D,9,0,M,W,Student,0,0,Single
101778**,D,41,2439,F,W,IT,0,0,Married
101779**,C,31,7552,M,W,HR,0,1,Div
101780**,A,56,14604,M,Y,Doctor,0,1,Married
101781**,E,23,0,F,W,Unemployed,0,0,Married
101782**,D,16,0,F,W,Student,0,0,Single
101783**,D,23,3580,M,W,Accountant,0,1,Married
101784**,D,33,4594,M,W,Teacher,0,1,Married
101785**,E,8,0,M,W,Student,0,0,Single
101786**,B,37,16399,M,W,Business owner,1,1,Married
101787**,A,57,36615,M,Z,Lawyer,0,1,Single
101788**,C,32,16820,M,W,Business owner,1,1,Div
101789**,B,48,12728,M,W,Doctor,1,0,Married
101790**,C,23,7554,F,W,Engineer,0,1,Married
101791**,B,45,16737,M,X,Business owner,1,0,Married
101792**,D,16,0,M,W,Student,0,0,Single
101793**,E,27,0,F,Y,Home maker,0,0,Married
101794**,D,72,3134,M,W,Teacher,0,1,Married
101795**,C,14,0,M,W,Student,0,0,Single
101796**,C,45,6767,F,W,Marketing,0,1,Div
101797**,C,41,6678,M,W,Accountant,0,1,Married
101798**,A,62,28811,F,W,Accountant,0,1,Married
101799**,C,20,8155,F,Y,HR,0,1,Div
101800**,B,51,10645,M,W,Business owner,1,1,Married
101801**,B,60,14394,F,W,Lawyer,0,1,Married
101802**,D,64,2812,M,W,Marketing,0,0,Married
101803**,D,51,2289,F,W,Marketing,0,0,Div
101804**,D,19,0,F,W,Unemployed,0,0,Single
101805**,B,53,11857,F,X,Business owner,0,1,Div
101806**,B,45,12996,M,X,Doctor,0,1,Div
101807**,D,11,0,F,W,Student,0,0,Single
101808**,C,31,7889,M,Y,Business owner,0,1,Married
101809**,B,52,18442,M,W,IT,1,1,Married
101810**,C,32,12220,M,Y,Business owner,0,1,Married
101811**,C,11,0,M,W,Student,0,0,Single
101812**,E,76,0,F,W,Retired,0,0,Married
101813**,C,35,15030,F,W,Lawyer,0,1,Married
101814**,B,40,16242,F,Y,Lawyer,0,1,Married
101815**,D,49,2493,F,Y,Teacher,0,0,Married
101816**,C,37,6610,F,Y,Engineer,0,1,Div
101817**,B,67,11999,F,W,Accountant,1,1,Single
101818**,C,35,12229,F,W,Accountant,0,1,Single
101819**,B,66,23995,M,Y,Doctor,0,1,Married
101820**,D,66,2547,F,W,HR,1,0,Single
101821**,C,20,6096,M,W,Engineer,0,1,Married
101822**,C,30,10267,M,W,Accountant,0,1,Single
101823**,C,24,8217,M,W,Teacher,0,1,Married
101824**,D,59,3035,M,Y,Engineer,0,1,Single
101825**,D,39,3059,M,Y,Engineer,1,1,Married
101826**,C,27,7794,F,W,Marketing,0,1,Div
101827**,D,10,0,M,Y,Student,0,0,Single
101828**,C,9,0,F,W,Student,0,0,Single
101829**,B,53,13623,F,W,Doctor,0,1,Married
101830**,E,71,0,M,W,Unemployed,0,0,Single
101831**,C,35,8073,F,Y,Teacher,0,1,Single
101832**,C,15,0,M,W,Student,0,0,Single
101833**,C,37,5674,M,W,Marketing,0,1,Div
101834**,C,9,0,M,Y,Student,0,0,Single
